state,district,month,recommendations
Uttar Pradesh,Moradabad,2025-12-01,Maintain Current Operations
Uttar Pradesh,Muzaffarnagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Pilibhit,2025-12-01,Maintain Current Operations
Uttar Pradesh,Pratapgarh,2025-12-01,Maintain Current Operations
Uttar Pradesh,Prayagraj,2025-12-01,Maintain Current Operations
Uttar Pradesh,Rae Bareli,2025-12-01,Maintain Current Operations
Uttar Pradesh,Raebareli,2025-12-01,Maintain Current Operations
Uttar Pradesh,Rampur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Saharanpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sambhal,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sant Kabir Nagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sant Ravidas Nagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-12-01,Maintain Current Operations
Uttar Pradesh,Shahjahanpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Shamli,2025-12-01,Maintain Current Operations
Uttar Pradesh,Shrawasti,2025-12-01,Maintain Current Operations
Uttar Pradesh,Siddharthnagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sitapur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sonbhadra,2025-12-01,Maintain Current Operations
Uttar Pradesh,Sultanpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Unnao,2025-12-01,Maintain Current Operations
Uttar Pradesh,Varanasi,2025-12-01,Maintain Current Operations
Uttarakhand,Almora,2025-12-01,Maintain Current Operations
Uttarakhand,Bageshwar,2025-12-01,Maintain Current Operations
Uttarakhand,Chamoli,2025-12-01,Maintain Current Operations
Uttarakhand,Champawat,2025-12-01,Maintain Current Operations
Uttarakhand,Dehradun,2025-12-01,Maintain Current Operations
Uttarakhand,Garhwal,2025-12-01,Maintain Current Operations
Uttarakhand,Hardwar,2025-12-01,Maintain Current Operations
Uttarakhand,Haridwar,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Uttarakhand,Nainital,2025-12-01,Maintain Current Operations
Uttarakhand,Pauri Garhwal,2025-12-01,Maintain Current Operations
Uttarakhand,Pithoragarh,2025-12-01,Maintain Current Operations
Uttarakhand,Rudraprayag,2025-12-01,Maintain Current Operations
Uttarakhand,Tehri Garhwal,2025-12-01,Maintain Current Operations
Uttarakhand,Udham Singh Nagar,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Uttarakhand,Udham Singh Nagar *,2025-12-01,Maintain Current Operations
Uttarakhand,Uttarkashi,2025-12-01,Maintain Current Operations
West Bengal,Alipurduar,2025-12-01,Maintain Current Operations
West Bengal,Bally Jagachha,2025-12-01,Maintain Current Operations
West Bengal,Bankura,2025-12-01,Maintain Current Operations
West Bengal,Barddhaman,2025-12-01,Maintain Current Operations
West Bengal,Bardhaman,2025-12-01,Maintain Current Operations
West Bengal,Birbhum,2025-12-01,Maintain Current Operations
West Bengal,Cooch Behar,2025-12-01,Maintain Current Operations
West Bengal,Dakshin Dinajpur,2025-12-01,Maintain Current Operations
West Bengal,Darjeeling,2025-12-01,Maintain Current Operations
West Bengal,Darjiling,2025-12-01,Maintain Current Operations
West Bengal,Domjur,2025-12-01,Maintain Current Operations
West Bengal,East Midnapore,2025-12-01,Maintain Current Operations
West Bengal,East Midnapur,2025-12-01,Maintain Current Operations
West Bengal,Haora,2025-12-01,Maintain Current Operations
West Bengal,Hawrah,2025-12-01,Maintain Current Operations
West Bengal,Hooghiy,2025-12-01,Maintain Current Operations
West Bengal,Hooghly,2025-12-01,Maintain Current Operations
West Bengal,Howrah,2025-12-01,Maintain Current Operations
West Bengal,Hugli,2025-12-01,Maintain Current Operations
West Bengal,Jalpaiguri,2025-12-01,Maintain Current Operations
West Bengal,Jhargram,2025-12-01,Maintain Current Operations
West Bengal,Kalimpong,2025-12-01,Maintain Current Operations
West Bengal,Koch Bihar,2025-12-01,Maintain Current Operations
West Bengal,Kolkata,2025-12-01,Maintain Current Operations
West Bengal,Malda,2025-12-01,Maintain Current Operations
West Bengal,Maldah,2025-12-01,Maintain Current Operations
West Bengal,Medinipur,2025-12-01,Maintain Current Operations
West Bengal,Murshidabad,2025-12-01,Maintain Current Operations
West Bengal,Nadia,2025-12-01,Maintain Current Operations
West Bengal,North 24 Parganas,2025-12-01,Increase Demographic Update Capacity (High Correction Volume)
West Bengal,North Dinajpur,2025-12-01,Maintain Current Operations
West Bengal,North Twenty Four Parganas,2025-12-01,Maintain Current Operations
West Bengal,Paschim Bardhaman,2025-12-01,Maintain Current Operations
West Bengal,Paschim Medinipur,2025-12-01,Maintain Current Operations
West Bengal,Purba Bardhaman,2025-12-01,Maintain Current Operations
West Bengal,Purba Medinipur,2025-12-01,Maintain Current Operations
West Bengal,Purulia,2025-12-01,Maintain Current Operations
West Bengal,Puruliya,2025-12-01,Maintain Current Operations
West Bengal,South  Twenty Four Parganas,2025-12-01,Maintain Current Operations
West Bengal,South 24 Pargana,2025-12-01,Maintain Current Operations
West Bengal,South 24 Parganas,2025-12-01,Maintain Current Operations
West Bengal,South Dinajpur,2025-12-01,Maintain Current Operations
West Bengal,South Dumdum(M),2025-12-01,Maintain Current Operations
West Bengal,South Twenty Four Parganas,2025-12-01,Maintain Current Operations
West Bengal,Uttar Dinajpur,2025-12-01,Maintain Current Operations
West Bengal,West Medinipur,2025-12-01,Maintain Current Operations
West Bengal,West Midnapore,2025-12-01,Maintain Current Operations
